ts_code,name,industry,trade_date,limit_type,close,up_limit,down_limit,pct_chg,amount,vol,turnover_rate_f,turnover_rate,circ_mv,total_mv,volume_ratio,lhb_net_amount,limit_up_flag,_f_momo,_f_amt,_f_turn,_f_vr,_f_cap,_f_small,_bonus,_penalty,StrengthScore
603616.SH,韩建河山,水泥,20260209,,9.12,,,10.0121,1200997.233,1428317.97,57.7225,37.1674,,356882.016,5.89,36118952.39,1,0.41964285714285715,0.3392857142857143,0.017857142857142856,0.03571428571428571,0.5044642857142857,0.5044642857142857,0.05,0.0,36.142857
603618.SH,杭电股份,电气设备,20260209,,15.08,,,9.9927,3235635.126,2173377.22,66.9816,31.4355,,1042594.4289,2.32,-83592226.73,1,0.5982142857142857,0.13392857142857142,0.008928571428571428,0.30357142857142855,0.5044642857142857,0.5044642857142857,0.05,0.0,35.982143
301262.SZ,海看股份,影视音像,20260209,,32.65,,,19.9926,813550.596,249173.23,45.5296,20.4114,,1361505.0,2.62,-109366072.5,1,0.09821428571428571,0.45535714285714285,0.044642857142857144,0.2544642857142857,0.5044642857142857,0.5044642857142857,0.05,0.0,35.660714
688503.SH,聚和材料,电气设备,20260209,,89.23,,,19.9973,2567235.9,293191.08,15.8918,14.5924,,2159666.1965,2.76,120987404.58,1,0.08928571428571429,0.15178571428571427,0.4107142857142857,0.23214285714285715,0.5044642857142857,0.5044642857142857,0.05,0.0,34.75
002471.SZ,中超控股,电气设备,20260209,,10.75,,,10.0307,4638599.795,4658472.8,41.7391,34.6981,,1471417.0,0.96,406273264.07,1,0.29464285714285715,0.05357142857142857,0.0625,0.6964285714285714,0.5044642857142857,0.5044642857142857,0.05,0.0,32.642857
300480.SZ,光力科技,专用机械,20260209,,26.62,,,20.018,1463293.402,578888.71,26.7464,23.3865,,939232.4005,2.51,84815296.52,1,0.017857142857142856,0.25,0.19642857142857142,0.26785714285714285,0.5044642857142857,0.5044642857142857,0.05,0.0,32.017857
300166.SZ,东方国信,软件服务,20260209,,12.07,,,16.7311,2533687.291,2126901.61,25.0787,23.4815,,1374466.1178,5.93,,1,0.14285714285714285,0.16071428571428573,0.22321428571428573,0.026785714285714284,0.5044642857142857,0.5044642857142857,0.05,0.0,30.553571
301232.SZ,飞沃科技,机械基件,20260209,,231.04,,,20.0021,2636480.381,126527.68,31.6177,28.3267,,1736550.8651,1.84,163400862.02,1,0.026785714285714284,0.14285714285714285,0.125,0.42857142857142855,0.5044642857142857,0.5044642857142857,0.05,0.0,29.25
300182.SZ,捷成股份,影视音像,20260209,,7.04,,,19.9319,3594478.02,5304356.25,24.9539,23.482,,1875333.2449,4.58,230403221.66,1,0.11607142857142858,0.08035714285714286,0.24107142857142858,0.0625,0.5044642857142857,0.5044642857142857,0.05,0.0,28.625
300620.SZ,光库科技,通信设备,20260209,,184.7,,,17.7183,7450699.567,415670.81,33.0213,16.8214,,4602364.6662,1.94,,1,0.13392857142857142,0.017857142857142856,0.10714285714285714,0.39285714285714285,0.5044642857142857,0.5044642857142857,0.05,0.0,27.285714
